faculty_id,name,institution_id,homepage,rank,active,notes,orcid,google_scholar_id
cheung_hokwan,Ho Kwan Cheung,calgary,https://profiles.ucalgary.ca/ho-kwan-cheung,Associate Professor,True,Official Calgary I-O faculty; formerly UAlbany; Scholar ID from Calgary profile (prior ID was Andrew F. Hayes),,JwM1yyEAAAAJ
reiterpalmon_roni,Roni Reiter-Palmon,unomaha,https://www.unomaha.edu/college-of-arts-and-sciences/psychology/about-us/directory/reiterpalmon-roni.php,Professor,True,Official UNO I/O faculty; program director,,k74dhjEAAAAJ
folberg_abigail,Abigail M. Folberg,unomaha,https://www.unomaha.edu/college-of-arts-and-sciences/psychology/about-us/directory/folberg-abby.php,Assistant Professor,True,Official UNO I/O faculty page (still Assistant),,iRqlSY8AAAAJ
hunter_samuel,Samuel T. Hunter,unomaha,https://www.unomaha.edu/college-of-arts-and-sciences/psychology/about-us/directory/hunter-sam.php,Professor,True,Official UNO I/O faculty,,uJpT238AAAAJ
kramer_william,William S. Kramer,unomaha,https://www.unomaha.edu/college-of-arts-and-sciences/psychology/about-us/directory/kramer-william.php,Assistant Professor,True,Official UNO I/O faculty,,4N5qvy4AAAAJ
nguyen_tin,Tin L. Nguyen,unomaha,https://www.unomaha.edu/college-of-arts-and-sciences/psychology/about-us/directory/nguyen-tin.php,Assistant Professor,True,Official UNO I/O faculty,,2EwFZG0AAAAJ
saxena_mahima,Mahima Saxena,unomaha,https://www.unomaha.edu/college-of-arts-and-sciences/psychology/about-us/directory/saxena-mahima.php,Assistant Professor,True,Official UNO I/O faculty page (still Assistant),,t2znOwkAAAAJ
tett_robert,Robert P. Tett,utulsa,https://utulsa.edu/departments/psychology/,Professor,False,Official TU: Professor Emeritus; not on current I-O featured faculty,,
narayan_anupama,Anupama Narayan,utulsa,https://utulsa.edu/people/anupama-narayan/,Associate Professor,True,Official TU I-O graduate adviser,,fHcB5e4AAAAJ
lee_juseob,Juseob Lee,utulsa,https://utulsa.edu/people/juseob-lee/,Assistant Professor,True,Official TU I-O faculty,,q9B3GQUAAAAJ
thapa_stuti,Stuti Thapa,utulsa,https://utulsa.edu/people/stuti-thapa/,Assistant Professor,True,Official TU I-O faculty,,xJRhc0sAAAAJ
ragsdale_jennifer,Jennifer M. Ragsdale,utulsa,https://artsandsciences.utulsa.edu/psychology/faculty/,Associate Professor,False,Not on current TU I-O featured faculty or 2024-25 bulletin,,
vancouver_jeffrey,Jeffrey B. Vancouver,ohio,https://www.ohio.edu/cas/psychology/about/contact/faculty-staff-directory,Professor,False,Ohio I/O specialization not admitting; catalog PH4106 closed to new students,,
bruklee_valentina,Valentina Bruk-Lee,fiu,https://case.fiu.edu/about/directory/profiles/bruk-lee-valentina.html,Associate Professor,True,Official FIU I-O team; program director,,bxj2rK8AAAAJ
viswesvaran_chockalingam,Chockalingam Viswesvaran,fiu,https://case.fiu.edu/about/directory/profiles/viswesvaran-chockalingam.html,Professor,True,Official FIU I-O team,,QMtjpPAAAAAJ
eaton_asia,Asia A. Eaton,fiu,https://case.fiu.edu/about/directory/profiles/eaton-asia.html,Professor,True,Official FIU I-O team page,,NuAnBdYAAAAJ
dishop_christopher,Christopher R. Dishop,auburn,https://cla.auburn.edu/directory/christopher-dishop/,Assistant Professor,True,Official Auburn I/O people page,,VSTAif8AAAAJ
fan_jinyan,Jinyan Fan,auburn,https://cla.auburn.edu/directory/jinyan-fan/,Professor,True,Official Auburn I/O people page,,OqjKABMAAAAJ
kunstman_jonathan,Jonathan W. Kunstman,auburn,https://cla.auburn.edu/directory/jonathan-kunstman/,Professor,True,Official Auburn I/O people page,,sDvT1HMAAAAJ
lazarte_alejandro,Alejandro A. Lazarte,auburn,https://cla.auburn.edu/directory/alejandro-lazarte/,Associate Professor,True,Official Auburn I/O people page,,
michel_jesse,Jesse S. Michel,auburn,https://cla.auburn.edu/directory/jesse-michel/,Professor,True,Official Auburn I/O people page; program director,,DwPB8h4AAAAJ
sawhney_gargi,Gargi Sawhney,auburn,https://cla.auburn.edu/directory/gargi-sawhney/,Associate Professor,True,Official Auburn I/O people page,,-n9FF_MAAAAJ
svyantek_dan,Dan J. Svyantek,auburn,https://cla.auburn.edu/directory/dan-svyantek/,Professor,True,Official Auburn I/O people page,,
watson_paige,Paige E. Watson,auburn,https://cla.auburn.edu/directory/paige-watson/,Assistant Professor,True,Official Auburn I/O people page,,scnuEpwAAAAJ
hauenstein_neil,Neil M. A. Hauenstein,vt,https://support.psyc.vt.edu/users/nhauen,Professor,False,Official VT: affiliated only; not current I-O training faculty,,
foti_roseanne,Roseanne J. Foti,vt,https://support.psyc.vt.edu/users/rfoti,Professor,True,Official VT I-O doctoral faculty,,3gTEOkYAAAAJ
chen_xiaowen,Xiaowen Chen,slu,https://www.slu.edu/arts-and-sciences/psychology/faculty/xiaowen-chen.php,Assistant Professor,True,Official SLU I-O faculty,,
harvey_richard,Richard D. Harvey,slu,https://www.slu.edu/arts-and-sciences/psychology/faculty/harvey-richard.php,Associate Professor,True,Official SLU I-O faculty,,1TVmkmsAAAAJ
sabin_edward,Edward J. Sabin,slu,https://www.slu.edu/arts-and-sciences/psychology/faculty/sabin-edward.php,Associate Professor,True,Official SLU I-O faculty,,
thomas_candice,Candice L. Thomas,slu,https://www.slu.edu/arts-and-sciences/psychology/-pdf/industrial-organizational-psychology-handbook.pdf,Associate Professor,False,Left SLU July 2025 for Arizona State,,
mcgee_heather,Heather M. McGee,wmu,https://wmich.edu/psychology/directory/mcgee,Professor,True,Official WMU IOBM faculty; program chair; removed Scholar ID BGPQnmAAAAAJ (oncology/immunology Heather McGee; not on homepage),,
martini_kate,Kate Martini,wmu,https://wmich.edu/psychology/directory/martini,Assistant Professor,True,Official WMU IOBM faculty,,
rafacz_sharlet,Sharlet D. Rafacz,wmu,https://wmich.edu/psychology/directory/rafacz,Associate Professor,True,Official WMU IOBM faculty,,
vanhouten_ron,Ron Van Houten,wmu,https://wmich.edu/psychology/directory/vanhouten,Professor,True,Official WMU IOBM faculty,,6OWHfXAAAAAJ
sessa_valerie,Valerie I. Sessa,montclair,https://researchwith.montclair.edu/en/persons/valerie-sessa/,Professor,True,Official Montclair I-O PhD faculty; doctoral director,,NqDo9IYAAAAJ
askew_kevin,Kevin Askew,montclair,https://www.montclair.edu/faculty-staff/kevin-askew,Associate Professor,True,Official Montclair I-O faculty,,
bixter_michael,Michael T. Bixter,montclair,https://researchwith.montclair.edu/en/persons/michael-bixter/,Associate Professor,True,Official Montclair I-O faculty,,QwuSiwEAAAAJ
bragger_jennifer,Jennifer D. Bragger,montclair,https://researchwith.montclair.edu/en/persons/jennifer-bragger/,Professor,True,Official Montclair I-O faculty,,14Q_wJwAAAAJ
gonzalez_manuel,Manuel F. Gonzalez,montclair,https://inside.montclair.edu/directory/manuel-gonzalez,Assistant Professor,True,Official Montclair I-O faculty,,WM-5inkAAAAJ
gray_cheryl,Cheryl E. Gray,montclair,https://www.montclair.edu/profilepages/view_profile.php?username=graych,Assistant Professor,True,Official Montclair I-O faculty,,dtJA5zcAAAAJ
digiovanni_ana,Ana M. DiGiovanni,montclair,https://www.montclair.edu/profilepages/view_profile.php?username=digiovannia,Assistant Professor,True,Official Montclair I-O faculty,,y8Jmtu0AAAAJ
simonet_daniel,Daniel V. Simonet,montclair,https://researchwith.montclair.edu/en/persons/daniel-simonet/,Associate Professor,False,Not on official Montclair I-O PhD Featured Faculty,,
chebangore_yuliya,Yuliya Cheban-Gore,hofstra,https://www.hofstra.edu/applied-organizational-psychology/faculty.html,Assistant Professor,True,Official Hofstra A/O core faculty,,_2_2JZUAAAAJ
grossman_rebecca,Rebecca Grossman,hofstra,https://www.hofstra.edu/applied-organizational-psychology/faculty.html,Associate Professor,True,Official Hofstra A/O core; PhD director,,prsyEcQAAAAJ
nolan_kevin,Kevin P. Nolan,hofstra,https://kevinpnolan3.wixsite.com/website,Associate Professor,True,Official Hofstra A/O core faculty,,
pindek_shani,Shani Pindek,hofstra,https://shanipindek.com/,Associate Professor,True,Official Hofstra A/O core faculty,,_rWzco8AAAAJ
salter_nicholas,Nicholas P. Salter,hofstra,https://sites.hofstra.edu/nicholas-salter/,Associate Professor,True,Official Hofstra A/O core faculty,,csO4BBcAAAAJ
shahanidenning_comila,Comila Shahani-Denning,hofstra,https://www.hofstra.edu/applied-organizational-psychology/faculty.html,Professor,True,Official Hofstra A/O core faculty,,EATozncAAAAJ
liu_cong,Cong Liu,hofstra,https://www.hofstra.edu/psychology/about.html,Professor,False,Not on official Hofstra Applied Organizational Core Faculty,,
chung_helen,Helen Chung,spu,https://spu.edu/academics/college-applied-natural-sciences/graduate-programs/industrial-organizational-psychology-phd,Assistant Professor,True,Official SPU I-O PhD faculty; chair,,
collins_joey,Joey Collins,spu,https://spu.edu/academics/college-applied-natural-sciences/faculty-staff/joey-collins-profile,Assistant Professor,True,Official SPU I-O PhD faculty,,
yost_paul,Paul R. Yost,spu,https://spu.edu/academics/college-applied-natural-sciences/faculty-staff/paul-yost-profile,Associate Professor,True,Official SPU I-O PhD faculty,,
kendall_dana,Dana L. Kendall,spu,https://spu.edu/academics/college-applied-natural-sciences/graduate-programs/industrial-organizational-psychology-phd,Associate Professor,False,Not on current SPU I-O PhD faculty section,,
block_caryn,Caryn J. Block,tc,https://www.tc.columbia.edu/faculty/cjb17/,Professor,True,Official TC Social-Organizational faculty,,ehtj-IYAAAAJ
coleman_peter,Peter T. Coleman,tc,https://www.tc.columbia.edu/faculty/pc84/,Professor,True,Official TC Social-Organizational faculty,,vtAunVIAAAAJ
hewlin_patricia,Patricia Faison Hewlin,tc,https://www.tc.columbia.edu/faculty/pfh2118/,Professor,True,Official TC Social-Organizational faculty,,omJHUc4AAAAJ
noumair_debra,Debra A. Noumair,tc,https://www.tc.columbia.edu/faculty/dn28/,Professor,True,Official TC Social-Organizational faculty,,
perry_elissa,Elissa L. Perry,tc,https://www.tc.columbia.edu/faculty/ep248/,Professor,True,Official TC Social-Organizational faculty,,S9W3XA8AAAAJ
westaby_james,James D. Westaby,tc,https://www.tc.columbia.edu/faculty/jdw43/,Professor,True,Official TC Social-Organizational faculty,,1CloGyAAAAAJ
kenworthy_jared,Jared B. Kenworthy,uta,https://www.uta.edu/academics/faculty/profile?user=kenworthy,Professor,True,Official UTA I-O faculty,,z0AQMNEAAAAJ
martinez_larry,Larry R. Martinez,uta,https://www.uta.edu/academics/faculty/profile?user=larry.martinez,Associate Professor,True,Official UTA I-O faculty,,4CYnkDYAAAAJ
smith_nicholas,Nicholas A. Smith,uta,https://www.uta.edu/academics/faculty/profile?username=smithna,Assistant Professor,True,Official UTA I-O faculty; Scholar ID 404
watts_logan,Logan L. Watts,uta,https://www.uta.edu/academics/faculty/profile?user=logan.watts,Associate Professor,True,Official UTA I-O faculty,,Wp0SaAsAAAAJ
martinraugh_michelle,Michelle P. Martín-Raugh,uta,https://www.uta.edu/academics/faculty/profile?user=michelle.martinraugh,Assistant Professor,True,Official UTA I-O faculty,,lcfVb6EAAAAJ
chang_daisy,Chu-Hsiang (Daisy) Chang,msu,https://psychology.msu.edu/directory/chang-daisy.html,Professor,True,MSU Organizational Psychology faculty,,AVKtyvAAAAAJ
nye_christopher,Christopher D. Nye,msu,https://psychology.msu.edu/directory/nye-christopher.html,Associate Professor,True,MSU Organizational Psychology faculty,,mubiyMIAAAAJ
hoff_kevin,Kevin A. Hoff,msu,https://psychology.msu.edu/directory/hoff-kevin.html,Assistant Professor,True,MSU Organizational Psychology faculty,,fvfo6KwAAAAJ
sheets_tilman,Tilman L. Sheets,latech,https://www.latech.edu/directory/tilman-lee-sheets.php,Professor,True,LaTech I-O faculty; interim department head,,qgFwdgEAAAAJ
toaddy_steven,Steven R. Toaddy,latech,https://www.latech.edu/directory/steven-r-toaddy.php,Associate Professor,True,LaTech I-O faculty,,
igou_frank,Frank Igou,latech,https://education.latech.edu/faculty-staff/psychology-behavioral-sciences/,Associate Professor,False,LaTech directory 404; retired 2024,,
desselles_mitzi,Mitzi Desselles,latech,https://education.latech.edu/faculty-staff/psychology-behavioral-sciences/,Associate Professor,False,Directory title is Project Advisor (Mech Eng); no longer TT I-O faculty,,
costanza_david,David P. Costanza,gwu,https://psychology.columbian.gwu.edu/david-costanza,Associate Professor,False,Psychology affiliate; not Organizational Sciences home-unit core,,
offermann_lynn,Lynn R. Offermann,gwu,https://orgsciandcomm.columbian.gwu.edu/lynn-offermann,Professor,True,Official GWU I-O faculty,,
bisbey_tiffany,Tiffany M. Bisbey,gwu,https://orgsciandcomm.columbian.gwu.edu/tiffany-bisbey,Assistant Professor,True,Official GWU I-O faculty,,qkRhEAYAAAAJ
peng_yisheng,Yisheng Peng,gwu,https://orgsciandcomm.columbian.gwu.edu/people,Assistant Professor,True,Official GWU OS I-O faculty; PhD director,,m1eZdgsAAAAJ
lee_yuehting,Yueh-Ting Lee,siuc,https://academics.siu.edu/human-behavioral/psychology/doctoral/applied.php,Professor,False,Left SIUC; not in 2026-27 catalog (now NDSU),,
jacobs_eric,Eric A. Jacobs,siuc,https://faculty.siu.edu/profiles/j-l/jacobs-eric.php,Associate Professor,False,SIUC Applied not admitting; remaining faculty is behavior analysis not I-O,,
houlfort_nathalie,Nathalie Houlfort,uqam,https://professeurs.uqam.ca/professeur/houlfort.nathalie/,Professor,True,Official UQAM PTO section faculty,,HPgQ300AAAAJ
menard_julie,Julie Ménard,uqam,https://professeurs.uqam.ca/professeur/menard.julie/,Professor,True,Official UQAM PTO section faculty,,Na2bOIwAAAAJ
meunier_sophie,Sophie Meunier,uqam,https://professeurs.uqam.ca/professeur/meunier.sophie,Professor,True,Official UQAM PTO section faculty,,
schattke_kaspar,Kaspar Philipp Schattke,uqam,https://professeurs.uqam.ca/professeur/schattke.kaspar_philipp/,Professor,True,Official UQAM PTO section faculty,,lrRVSy0AAAAJ
taylor_genevieve,Genevieve Taylor,uqam,https://psychologie.uqam.ca/psychologie-du-travail-et-des-organisations/,Professor,False,UQAM PTO listed as externe; home unit Education not Psychology,,
provostsavard_yanick,Yanick Provost Savard,uqam,https://professeurs.uqam.ca/professeur/provost_savard.yanick/,Professor,True,Official UQAM PTO section faculty,,DbEZmbMAAAAJ
daljeet_kabir,Kabir N. Daljeet,umontreal,https://psy.umontreal.ca/repertoire-departement/professeurs/professeur/in/in32568/sg/Kabir%20Daljeet/,Assistant Professor,True,Official UdeM PTO faculty,,n_P4qEIAAAAJ
boivin_mariepier,Marie-Pier Boivin,umontreal,https://psy.umontreal.ca/repertoire-departement/professeurs/professeur/in/in35894/sg/Marie-Pier%20Boivin/,Assistant Professor,True,Official UdeM PTO faculty; Scholar verified email still usherbrooke.ca,,SfcRq7IAAAAJ
boudrias_jeansebastien,Jean-Sébastien Boudrias,umontreal,https://psy.umontreal.ca/repertoire-departement/professeurs/professeur/in/in15006/sg/Jean-S%C3%A9bastien%20Boudrias/,Professor,True,Official UdeM PTO faculty; dept Scholar link a6VwjOkAAAAJ is 404,,y8FyEb4AAAAJ
graditodubord_marcantoine,Marc-Antoine Gradito Dubord,umontreal,https://psy.umontreal.ca/repertoire-departement/professeurs/professeur/in/in37529/sg/Marc-Antoine%20Gradito%20Dubord/,Assistant Professor,True,Official UdeM PTO faculty,0000-0003-4071-5134,mdc1uSUAAAAJ
grenier_simon,Simon Grenier,umontreal,https://psy.umontreal.ca/repertoire-departement/professeurs/professeur/in/in29459/sg/Simon%20Grenier/,Associate Professor,True,Official UdeM PTO faculty; Scholar not listed on dept page,,1Ny4r2MAAAAJ
paquet_maxime,Maxime Paquet,umontreal,https://psy.umontreal.ca/repertoire-departement/professeurs/professeur/in/in29676/sg/Maxime%20Paquet/,Associate Professor,True,Official UdeM PTO faculty; no Scholar profile found,0000-0001-6883-5467,
kwantes_catherine,Catherine T. Kwantes,windsor,https://www.uwindsor.ca/psychology/363/catherine,Professor,True,Windsor Applied Social; I-O,,bH3gHM8AAAAJ
chungyan_greg,Greg A. Chung-Yan,windsor,https://www.uwindsor.ca/psychology/312/full-time-faculty,Associate Professor,True,Windsor Applied Social; I-O,,tpS0JC4AAAAJ
day_arla,Arla L. Day,smu,https://www.smu.ca/psychology/faculty-and-staff.html,Professor,True,Official SMU I-O faculty,,8PBf9psAAAAJ
gilin_debra,Debra Gilin,smu,https://www.smu.ca/psychology/faculty-and-staff.html,Professor,True,Official SMU I-O faculty; grad coordinator,,MhSWUxUAAAAJ
holmvall_camilla,Camilla M. Holmvall,smu,https://www.smu.ca/researchers/sobey/profiles/camilla-holmvall.html,Associate Professor,True,Official SMU I-O faculty,,ZiTK7RgAAAAJ
kocum_lucie,Lucie Kocum,smu,https://www.smu.ca/psychology/faculty-and-staff.html,Associate Professor,True,Official SMU I-O faculty,,W2qysFUAAAAJ
lukacik_edenraye,Eden-Raye Lukacik,smu,https://www.smu.ca/psychology/faculty-and-staff.html,Assistant Professor,True,Official SMU I-O faculty,,DNa_9JIAAAAJ
roulin_nicolas,Nicolas Roulin,smu,https://www.smu.ca/researchers/science/profiles/nicolas-roulin.html,Professor,True,Official SMU I-O faculty,,SM-FgnMAAAAJ
fleming_mark,Mark Fleming,smu,http://smu-facweb.smu.ca/~mfleming/web/about.html,Professor,True,Official SMU; CN Professor of Safety Culture,,
benson_alex,Alex J. Benson,western,https://www.psychology.uwo.ca/people/faculty/benson.html,Associate Professor,True,Official Western I/O core faculty,,ey9Rd5YAAAAJ
espinoza_jose,Jose A. Espinoza,western,https://www.psychology.uwo.ca/people/faculty/espinoza.html,Assistant Professor,True,Official Western I/O core faculty,,i5sc9xwAAAAJ
evans_blair,M. Blair Evans,western,https://www.psychology.uwo.ca/research/io/contact.html,Associate Professor,True,Official Western I/O core; area chair,,htD1_KIAAAAJ
meyer_john,John P. Meyer,western,https://psychology.uwo.ca/people/faculty/Meyer.html,Professor,True,Official Western I/O core faculty,0000-0001-8377-2003,YUHwYTAAAAAJ
diefendorff_james,James M. Diefendorff,uakron,https://www.uakron.edu/psychology/faculty-staff/,Professor,False,Left Akron June 2026 for University of Arkansas Walton College,,
siuta_rose,Rose L. Siuta,uakron,https://www.uakron.edu/psychology/faculty-staff/,Assistant Professor,True,Official Akron I/O faculty,,
thorntonlugo_meghan,Meghan A. Thornton-Lugo,uakron,https://www.uakron.edu/psychology/faculty-staff/,Assistant Professor,True,Official Akron I/O faculty,,iv8X37AAAAAJ
snell_andrea,Andrea F. Snell,uakron,https://www.uakron.edu/psychology/faculty-staff/,Associate Professor,True,Official Akron I/O faculty,,W39kP8YAAAAJ
grandey_alicia,Alicia A. Grandey,psu,https://psych.la.psu.edu/people/aag6/,Professor,True,Official PSU I-O faculty; area coordinator,,TYnFrXMAAAAJ
brooks_ricardo,Ricardo R. Brooks,psu,https://psych.la.psu.edu/people/ricardo-brooks/,Assistant Professor,True,Official PSU I-O doctoral faculty,,Pi2a1hkAAAAJ
graham_baylor,Baylor A. Graham,psu,https://psych.la.psu.edu/people/baylor-graham/,Assistant Professor,True,Official PSU I-O doctoral faculty,,3_-_jfIAAAAJ
simkins_susan,Susan J. Simkins,psu,https://psych.la.psu.edu/people/sxm40/,Professor,True,Official PSU I-O doctoral faculty; formerly Mohammed,,jHzOVXYAAAAJ
caird_jeff,Jeff K. Caird,calgary,https://profiles.ucalgary.ca/jeffrey-caird,Professor,True,Official Calgary I/O research area,,J_4nig0AAAAJ
lee_kibeom,Kibeom Lee,calgary,https://profiles.ucalgary.ca/kibeom-lee,Professor,True,Official Calgary I/O research area; Scholar ID 404
murry_adam,Adam T. Murry,calgary,https://profiles.ucalgary.ca/adam-murry,Associate Professor,True,Official Calgary I/O research area,,xqiCRnIAAAAJ
kaplan_seth,Seth A. Kaplan,gmu,https://psychology.gmu.edu/people/skaplan1,Professor,True,Official GMU I-O faculty,,Qlhi2hEAAAAJ
ahmad_afra,Afra Saeed Ahmad,gmu,https://io.gmu.edu/people,Associate Professor,False,GMU full-time I-O but not tenure-line (MPS director),,
kuykendall_lauren,Lauren E. Kuykendall,gmu,https://psychology.gmu.edu/people/lkuykend,Associate Professor,True,Official GMU I-O faculty; area director,,w1u2dLoAAAAJ
lee_philseok,Philseok Lee,gmu,https://psychology.gmu.edu/people/plee27,Associate Professor,True,Official GMU I-O faculty,,aNGET7sAAAAJ
liang_yijue,Yijue Liang,gmu,https://psychology.gmu.edu/people/yliang21,Assistant Professor,True,Official GMU I-O faculty,,HRORhnAAAAAJ
rupp_deborah,Deborah E. Rupp,gmu,https://psychology.gmu.edu/people/drupp2,Professor,True,Official GMU I-O faculty,,ioOrO_MAAAAJ
savage_nastassia,Nastassia Savage,gmu,https://io.gmu.edu/people,Assistant Professor,False,GMU full-time I-O but not on tenure-line faculty list,,
stagl_kevin,Kevin C. Stagl,gmu,https://io.gmu.edu/people,Associate Professor,False,GMU full-time I-O but not on tenure-line faculty list,,
clark_malissa,Malissa A. Clark,uga,https://www.psychology.uga.edu/directory/people/malissa-clark,Professor,True,Official UGA I-O PhD faculty; department head,,WqcFrlsAAAAJ
he_yimin,Yimin He,uga,https://www.psychology.uga.edu/directory/people/yimin-he,Associate Professor,True,Official UGA I-O PhD faculty,,ECRFCggAAAAJ
outland_neal,Neal Outland,uga,https://psyc.franklin.uga.edu/directory/industrial-organizational-phd-program-faculty,Assistant Professor,False,Not on official UGA I-O PhD faculty directory (2026-08),,
robertson_melissa,Melissa M. Robertson,uga,https://www.psychology.uga.edu/directory/people/melissa-robertson,Assistant Professor,True,Official UGA I-O PhD faculty,,GxOOhMwAAAAJ
bergman_mindy,Mindy E. Bergman,tamu,https://artsci.tamu.edu/psychological-brain-sciences/contact/profiles/mindy-bergman.html,Professor,True,Official TAMU I/O core faculty,,G-AO9gsAAAAJ
hughes_ian,Ian M. Hughes,tamu,https://artsci.tamu.edu/psychological-brain-sciences/contact/profiles/ian-hughes.html,Assistant Professor,True,Official TAMU I/O core faculty,,GynUkBgAAAAJ
zhu_ze,Ze (Mia) Zhu,tamu,https://artsci.tamu.edu/psychological-brain-sciences/contact/profiles/ze-mia-zhu.html,Assistant Professor,True,Official TAMU I/O core faculty,,nHECmAQAAAAJ
barratt_clare,Clare L. Barratt,bgsu,https://www.bgsu.edu/arts-and-sciences/psychology/people/cbarratt.html,Associate Professor,True,Official BGSU I-O core faculty,,MLDrYREAAAAJ
mcabee_samuel,Samuel T. McAbee,bgsu,https://www.bgsu.edu/arts-and-sciences/psychology/people/samuel-mcabee.html,Associate Professor,True,Official BGSU I-O core faculty,,JKCK2p0AAAAJ
keith_melissa,Melissa G. Keith,bgsu,https://www.bgsu.edu/arts-and-sciences/psychology/people/melissa-keith.html,Associate Professor,True,Official BGSU I-O core faculty,,ix0bMCcAAAAJ
zhang_bo,Bo Zhang,uiuc,https://psychology.illinois.edu/directory/profile/bozhang3,Associate Professor,True,UIUC I-O / LER joint,,S4qQ-3AAAAAJ
min_hanyi,Hanyi Min,uiuc,https://psychology.illinois.edu/news/2024-01-30t034853/new-faculty-profile-assistant-professor-hanyi-min,Assistant Professor,True,UIUC I-O / LER joint,,WhlHwoEAAAAJ
alexander_leo,Leo Alexander III,uiuc,https://psychology.illinois.edu/directory/profile/leoa2,Assistant Professor,True,UIUC I-O / LER joint,,oNYBNlcAAAAJ
calderwood_charles,Charles Calderwood,vt,https://support.psyc.vt.edu/users/ccharl2,Associate Professor,True,Official VT I-O training faculty,,yIMzglsAAAAJ
hernandez_ivan,Ivan Hernandez,vt,https://support.psyc.vt.edu/users/ivanhernandez,Associate Professor,True,Official VT I-O area director,,ANFTuKYAAAAJ
hickman_louis,Louis Hickman,vt,https://support.psyc.vt.edu/users/louishickman,Assistant Professor,True,Official VT I-O training faculty,,wluq3hgRc10C
hsu_ning,Ning Hsu,vt,https://support.psyc.vt.edu/users/ningh,Assistant Professor,True,Official VT I-O training faculty,,PpNCyiwAAAAJ
melsonsilimon_arturia,Arturia Melson-Silimon,vt,https://support.psyc.vt.edu/users/arturiam,Assistant Professor,True,Official VT I-O training faculty,,UZ_ImyQAAAAJ
carver_sarah,Sarah J. Carver,guelph,https://www.uoguelph.ca/profile/sarah-carver,Assistant Professor,True,Official Guelph I-O directory; formerly SMU,,i7T9I6AAAAAJ
gill_harjinder,Harjinder Gill,guelph,https://www.uoguelph.ca/psychology/users/harjinder-gill,Associate Professor,True,Official Guelph I-O directory,,0hrcjSkAAAAJ
spence_jeffrey,Jeffrey R. Spence,guelph,https://www.uoguelph.ca/psychology/users/jeffrey-spence,Professor,True,Official Guelph I-O directory,,HeyarCAAAAAJ
stanley_david,David J. Stanley,guelph,https://www.uoguelph.ca/profile/david-stanley,Associate Professor,True,Official Guelph I-O directory,,krwVUm4AAAAJ
reichin_sydney,Sydney L. Reichin,ncsu,https://chass.ncsu.edu/people/slreichi/,Assistant Professor,True,Official NC State I-O faculty group,0000-0003-1143-6056,X-RXoNwAAAAJ
phetmisy_cassandra,Cassandra Phetmisy,umd,https://psyc.umd.edu/facultyprofile/phetmisy/cassandra,Assistant Professor,True,Official UMD SDOS / I-O faculty,,wCqCJlgAAAAJ
yang_zhixu,Zhixu (Rick) Yang,baruch,https://www.baruch.cuny.edu/profiles/faculty/Zhixu-Yang,Assistant Professor,True,CUNY GC I-O handbook 2025-26 faculty; Baruch FT,,0v2kCQEAAAAJ
kowalski_robin,Robin Kowalski,clemson,https://www.clemson.edu/cbshs/about/profiles/index.html?userid=RKOWALS,Professor,True,Official Clemson I-O faculty list,,IroDjIkAAAAJ
pury_cynthia,Cynthia Pury,clemson,https://www.clemson.edu/cbshs/about/profiles/index.html?userid=CPURY,Professor,True,Official Clemson I-O faculty list,,jstExUUAAAAJ
raymark_patrick,Patrick Raymark,clemson,https://www.clemson.edu/cbshs/about/profiles/index.html?userid=PRAYMAR,Professor,True,Official Clemson I-O faculty list; department chair,,DUaGhN8AAAAJ
shuffler_marissa,Marissa Shuffler,clemson,https://www.clemson.edu/cbshs/about/profiles/index.html?userid=MSHUFFL,Professor,True,Official Clemson I-O faculty list,,Pv6vHP8AAAAJ
traylor_allison,Allison Traylor,clemson,https://www.clemson.edu/cbshs/about/profiles/index.html?userid=amtrayl,Assistant Professor,True,Official Clemson I-O faculty list,,9FhHossAAAAJ
chang_yingyi,Yingyi Chang,wayne,https://clasprofiles.wayne.edu/profile/hw8970,Assistant Professor,True,Official Wayne CLAS: Assistant Professor of I-O Psychology (2024 hire),,3FuemZsAAAAJ
kreamer_liana,Liana Kreamer,fit,https://www.fit.edu/faculty-profiles/k/kreamer-liana/,Assistant Professor,True,Official FIT I/O faculty,,VjT01dEAAAAJ
yavorsky_jill,Jill Yavorsky,uncc,https://orgscience.charlotte.edu/directory/jill-yavorsky/,Associate Professor,True,Official OS faculty; associate director,,3qAsZVAAAAAJ
kronberg_annekathrin,Anne-Kathrin Kronberg,uncc,https://orgscience.charlotte.edu/directory/anne-kathrin-kronberg/,Associate Professor,True,Official OS faculty,,IyB0NnsAAAAJ
scott_cliff,Cliff Scott,uncc,https://orgscience.charlotte.edu/directory/cliff-scott/,Professor,True,Official OS faculty; Scholar ID from Clifton W. Scott UNCC profile,,icbUKFkAAAAJ
kung_franki,Franki Y. H. Kung,purdue,https://hhs.purdue.edu/directory/franki-y-h-kung/,Associate Professor,True,Official Purdue I-O program people page,,sw-zZF0AAAAJ
harriswatson_alex,Alexandra Harris-Watson,purdue,https://hhs.purdue.edu/directory/alexandra-harris-watson/,Assistant Professor,True,Official Purdue I-O program people page,0000-0001-6136-8069,VaqrGQoAAAAJ
macnamara_brooke,Brooke N. Macnamara,purdue,https://hhs.purdue.edu/directory/brooke-macnamara/,Associate Professor,True,Official Purdue I-O program people page,,dKPihKcAAAAJ
